Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP025396.1;Start=423541;Strand=-	PF13561.8	4.8e-28	98.4	33	146	Enoyl-(Acyl carrier protein) reductase
Seqid=NZ_CP025396.1;Start=2435352;Strand=-	PF00132.26	2e-6	27.4	317	350	Bacterial transferase hexapeptide (six repeats)
Seqid=NZ_CP025396.1;Start=2203886;Strand=-	PF00326.23	0.0059	16.2	132	175	Prolyl oligopeptidase family
Seqid=NZ_CP025396.1;Start=2513988;Strand=-	PF05250.13	0.072	12.9	59	108	Uncharacterised protein family (UPF0193)
Seqid=NZ_CP025396.1;End=2130223;Strand=+	PF05102.14	0.69	10	116	152	holin, BlyA family
Seqid=NZ_CP025396.1;End=2513399;Strand=+	PF13518.8	0.025	14.8	156	186	Helix-turn-helix domain
Seqid=NZ_CP025396.1;End=2157525;Strand=+	PF13542.8	0.12	11.9	101	148	Helix-turn-helix domain of transposase family ISL3
Seqid=NZ_CP025396.1;Start=2230444;Strand=-	PF14690.8	9.9e-11	42.2	43	92	zinc-finger of transposase IS204/IS1001/IS1096/IS1165
Seqid=NZ_CP025396.1;Start=2126084;Strand=-	PF08343.12	4.3e-19	68.4	31	110	Ribonucleotide reductase N-terminal
Seqid=NZ_CP025396.1;End=2446973;Strand=+	PF18071.3	0.077	12.8	6	47	HMW1C N-terminal
Seqid=NZ_CP025396.1;End=1061971;Strand=+	PF12840.9	0.045	13.9	32	83	Helix-turn-helix domain
Seqid=NZ_CP025396.1;End=676363;Strand=+	PF13420.9	1.9e-6	28	9	154	Acetyltransferase (GNAT) domain
Seqid=NZ_CP025396.1;Start=435124;Strand=-	PF04295.15	0.08	11.9	222	260	D-galactarate dehydratase / Altronate hydrolase, C terminus
Seqid=NZ_CP025396.1;Start=1696098;Strand=-	PF14076.8	0.21	12	155	193	Domain of unknown function (DUF4258)
Seqid=NZ_CP025396.1;Start=1526125;Strand=-	PF13304.8	4.3e-4	20.3	31	49	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP025396.1;End=2571841;Strand=+	PF13238.8	1	10	360	383	AAA domain
Seqid=NZ_CP025396.1;End=224026;Strand=+	PF12802.9	0.044	13.9	15	38	MarR family
Seqid=NZ_CP025396.1;End=225387;Strand=+	PF13411.8	3.4e-16	59.2	1	66	MerR HTH family regulatory protein
Seqid=NZ_CP025396.1;End=2381002;Strand=+	PF01610.19	9e-51	173	164	417	Transposase
Seqid=NZ_CP025396.1;End=113934;Strand=+	PF00005.29	0.51	10.9	7	30	ABC transporter
Seqid=NZ_CP025396.1;End=55035;Strand=+	PF12918.9	0.0065	16.8	53	81	TcdB toxin N-terminal helical domain
Seqid=NZ_CP025396.1;Start=179564;Strand=-	PF00890.26	8.8e-83	278.8	7	533	FAD binding domain
Seqid=NZ_CP025396.1;Start=1892378;Strand=-	PF07722.15	0.059	13.2	88	108	Peptidase C26
Seqid=NZ_CP025396.1;Start=1632136;Strand=-	PF01381.24	0.2	11.8	101	131	Helix-turn-helix
Seqid=NZ_CP025396.1;End=156982;Strand=+	PF19529.1	1	8.2	9	74	Family of unknown function (DUF6057)
Seqid=NZ_CP025396.1;Start=960742;Strand=-	PF02463.21	2.3e-6	27.3	32	235	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP025396.1;End=436670;Strand=+	PF06414.14	0.027	14	4	24	Zeta toxin
Seqid=NZ_CP025396.1;End=844237;Strand=+	PF09140.13	1e-7	31.6	112	149	ATPase MipZ
Seqid=NZ_CP025396.1;End=2345112;Strand=+	PF00485.20	0.92	9.4	26	54	Phosphoribulokinase / Uridine kinase family
Seqid=NZ_CP025396.1;End=1644214;Strand=+	PF14520.8	0.17	12.5	4	47	Helix-hairpin-helix domain
Seqid=NZ_CP025396.1;End=2082528;Strand=+	PF08659.12	0.066	13.2	4	62	KR domain
Seqid=NZ_CP025396.1;Start=1364944;Strand=-	PF02600.18	0.012	16.1	29	57	Disulfide bond formation protein DsbB
Seqid=NZ_CP025396.1;Start=2237612;Strand=-	PF03334.16	6.9e-23	80.8	15	96	Na+/H+ antiporter subunit
Seqid=NZ_CP025396.1;End=1100101;Strand=+	PF01593.26	1.4e-56	192.8	12	461	Flavin containing amine oxidoreductase
Seqid=NZ_CP025396.1;Start=1723927;Strand=-	PF02481.17	7.8e-69	231.3	89	295	DNA recombination-mediator protein A
Seqid=NZ_CP025396.1;Start=1519580;Strand=-	PF07687.16	0.0017	18.4	181	274	Peptidase dimerisation domain
Seqid=NZ_CP025396.1;Start=1748717;Strand=-	PF08279.14	0.012	15.6	8	39	HTH domain
Seqid=NZ_CP025396.1;End=1434152;Strand=+	PF03807.19	3e-10	40.7	3	105	NADP oxidoreductase coenzyme F420-dependent
Seqid=NZ_CP025396.1;Start=42250;Strand=-	PF13545.8	0.003	17.6	17	50	Crp-like helix-turn-helix domain
Seqid=NZ_CP025396.1;Start=2160775;Strand=-	PF00359.24	2e-41	141.3	8	151	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
Seqid=NZ_CP025396.1;End=1403266;Strand=+	PF13377.8	1.2e-16	61.5	153	311	Periplasmic binding protein-like domain
Seqid=NZ_CP025396.1;End=1039171;Strand=+	PF08281.14	3.8e-8	33	148	193	Sigma-70, region 4
Seqid=NZ_CP025396.1;End=350127;Strand=+	PF01498.20	0.046	14.1	10	53	Transposase
Seqid=NZ_CP025396.1;Start=2559039;Strand=-	PF00924.20	2.6e-39	135	75	277	Mechanosensitive ion channel
Seqid=NZ_CP025396.1;Start=2423112;Strand=-	PF15609.8	0.21	11.2	90	135	Phosphoribosyl transferase
Seqid=NZ_CP025396.1;End=2564021;Strand=+	PF01041.19	2.8e-8	33.4	51	171	DegT/DnrJ/EryC1/StrS aminotransferase family
Seqid=NZ_CP025396.1;End=562410;Strand=+	PF16363.7	0.038	13.5	10	75	GDP-mannose 4,6 dehydratase
Seqid=NZ_CP025396.1;Start=2043466;Strand=-	PF03193.18	0.0069	16.4	6	58	RsgA GTPase
Seqid=NZ_CP025396.1;Start=1152232;Strand=-	PF03486.16	2.3e-151	504.3	3	410	HI0933-like protein
Seqid=NZ_CP025396.1;End=2053044;Strand=+	PF13899.8	4.4e-4	20.5	13	39	Thioredoxin-like
Seqid=NZ_CP025396.1;End=657617;Strand=+	PF12554.10	0.039	13.8	22	44	Mitotic-spindle organizing gamma-tubulin ring associated
Seqid=NZ_CP025396.1;Start=249411;Strand=-	PF04131.16	2.6e-67	225.8	24	222	Putative N-acetylmannosamine-6-phosphate epimerase
Seqid=NZ_CP025396.1;End=231345;Strand=+	PF02729.23	2.3e-46	157.6	29	169	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain
Seqid=NZ_CP025396.1;End=757755;Strand=+	PF01497.20	2.9e-29	102.3	53	279	Periplasmic binding protein
Seqid=NZ_CP025396.1;Start=2119697;Strand=-	PF01497.20	4.4e-25	88.6	7	171	Periplasmic binding protein
Seqid=NZ_CP025396.1;End=1481914;Strand=+	PF17936.3	0.0019	18.5	3638	3695	Bacterial Ig domain
Seqid=NZ_CP025396.1;End=1665333;Strand=+	PF13651.8	0.29	10.4	3	52	Adenine-specific methyltransferase EcoRI
Seqid=NZ_CP025396.1;End=1262592;Strand=+	PF00155.23	0.018	14.3	159	347	Aminotransferase class I and II
Seqid=NZ_CP025396.1;Start=2479143;Strand=-	PF00291.27	4.6e-62	210.2	5	282	Pyridoxal-phosphate dependent enzyme
Seqid=NZ_CP025396.1;Start=162222;Strand=-	PF13173.8	0.057	13.5	349	438	AAA domain
Seqid=NZ_CP025396.1;End=2272302;Strand=+	PF00004.31	0.37	11.3	328	349	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP025396.1;Start=2249463;Strand=-	PF00561.22	1.1e-23	84.3	33	143	alpha/beta hydrolase fold
Seqid=NZ_CP025396.1;End=803442;Strand=+	PF00437.22	0.45	9.6	27	64	Type II/IV secretion system protein
Seqid=NZ_CP025396.1;Start=1936179;Strand=-	PF00595.26	0.0012	19.2	565	602	PDZ domain
Seqid=NZ_CP025396.1;Start=1749413;Strand=-	PF07400.13	0.19	11.4	219	272	Interleukin 11
Seqid=NZ_CP025396.1;Start=475204;Strand=-	PF00403.28	3.5e-20	72.3	8	69	Heavy-metal-associated domain
Seqid=NZ_CP025396.1;Start=259589;Strand=-	PF11808.10	0.35	11.4	80	129	Phosphate regulon sensor protein PhoR
Seqid=NZ_CP025396.1;End=85307;Strand=+	PF03435.20	4.3e-4	20.6	4	68	Saccharopine dehydrogenase NADP binding domain
Seqid=NZ_CP025396.1;End=1495189;Strand=+	PF06855.14	2.5e-21	75.7	5	68	YozE SAM-like fold
Seqid=NZ_CP025396.1;End=9255;Strand=+	PF03989.15	2.4e-11	43	557	606	DNA gyrase C-terminal domain, beta-propeller
Seqid=NZ_CP025396.1;Start=741308;Strand=-	PF00389.32	7.6e-32	109.9	8	320	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
Seqid=NZ_CP025396.1;Start=1191285;Strand=-	PF13365.8	2.2e-29	103.5	127	271	Trypsin-like peptidase domain
Seqid=NZ_CP025396.1;Start=1773518;Strand=-	PF02787.21	1.2e-24	86.2	422	497	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
Seqid=NZ_CP025396.1;End=1216395;Strand=+	PF13730.8	0.31	11.1	21	49	Helix-turn-helix domain
Seqid=NZ_CP025396.1;Start=423541;Strand=-	PF01262.23	0.0017	17.8	28	115	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NZ_CP025396.1;End=1288359;Strand=+	PF04607.19	3.8e-40	136.9	245	355	Region found in RelA / SpoT proteins
Seqid=NZ_CP025396.1;End=1372670;Strand=+	PF02562.18	0.0088	15.6	125	174	PhoH-like protein
Seqid=NZ_CP025396.1;Start=975767;Strand=-	PF19373.1	0.32	11.2	30	52	Family of unknown function (DUF5948)
Seqid=NZ_CP025396.1;Start=1108165;Strand=-	PF13671.8	0.44	10.8	233	249	AAA domain
Seqid=NZ_CP025396.1;End=1246173;Strand=+	PF00587.27	1.3e-32	113.3	335	545	tRNA synthetase class II core domain (G, H, P, S and T)
Seqid=NZ_CP025396.1;End=1416848;Strand=+	PF01479.27	3.4e-13	49.2	6	52	S4 domain
Seqid=NZ_CP025396.1;Start=1915172;Strand=-	PF01047.24	1.2e-15	57.2	29	87	MarR family
Seqid=NZ_CP025396.1;Start=2520932;Strand=-	PF14526.8	2e-6	28.2	13	123	Integron-associated effector binding protein
Seqid=NZ_CP025396.1;Start=2393089;Strand=-	PF13481.8	0.63	9.6	205	274	AAA domain
Seqid=NZ_CP025396.1;Start=1576354;Strand=-	PF12850.9	3.5e-4	20.8	1	218	Calcineurin-like phosphoesterase superfamily domain
Seqid=NZ_CP025396.1;Start=2199494;Strand=-	PF03215.17	0.11	12.6	39	64	Rad17 P-loop domain
Seqid=NZ_CP025396.1;End=450190;Strand=+	PF14278.8	7.8e-12	45.3	87	185	Transcriptional regulator C-terminal region
Seqid=NZ_CP025396.1;Start=1897485;Strand=-	PF03684.15	0.3	11.1	421	446	Uncharacterised protein family (UPF0179)
Seqid=NZ_CP025396.1;End=676363;Strand=+	PF08445.12	0.058	13.5	90	156	FR47-like protein
Seqid=NZ_CP025396.1;End=1372670;Strand=+	PF12775.9	0.0047	16.6	123	164	P-loop containing dynein motor region
Seqid=NZ_CP025396.1;End=912932;Strand=+	PF08543.14	3.9e-94	314.8	35	281	Phosphomethylpyrimidine kinase
Seqid=NZ_CP025396.1;End=469039;Strand=+	PF13450.8	6e-15	55.3	8	71	NAD(P)-binding Rossmann-like domain
Seqid=NZ_CP025396.1;Start=1420734;Strand=-	PF13237.8	0.1	12.8	25	43	4Fe-4S dicluster domain
Seqid=NZ_CP025396.1;Start=732001;Strand=-	PF08220.14	4.1e-11	42.5	10	57	DeoR-like helix-turn-helix domain
Seqid=NZ_CP025396.1;Start=1563988;Strand=-	PF01751.24	2e-17	63.4	427	537	Toprim domain
Seqid=NZ_CP025396.1;End=436670;Strand=+	PF13245.8	0.28	11.5	2	24	AAA domain
Seqid=NZ_CP025396.1;End=1771042;Strand=+	PF01827.29	0.051	13.4	343	444	FTH domain
Seqid=NZ_CP025396.1;End=759427;Strand=+	PF12822.9	6e-4	20	28	195	ECF transporter, substrate-specific component
Seqid=NZ_CP025396.1;Start=60488;Strand=-	PF17450.4	0.28	11.5	96	152	Alpha galactosidase A C-terminal beta sandwich domain
Seqid=NZ_CP025396.1;Start=2383710;Strand=-	PF00196.21	1.3e-5	24.8	144	188	Bacterial regulatory proteins, luxR family
Seqid=NZ_CP025396.1;Start=1683926;Strand=-	PF01842.27	0.0015	18.4	19	71	ACT domain
Seqid=NZ_CP025396.1;Start=1599896;Strand=-	PF12698.9	6.6e-20	71.6	42	237	ABC-2 family transporter protein
Seqid=NZ_CP025396.1;End=451968;Strand=+	PF13542.8	0.0025	17.3	101	148	Helix-turn-helix domain of transposase family ISL3
Seqid=NZ_CP025396.1;End=2292210;Strand=+	PF13542.8	0.12	11.9	101	148	Helix-turn-helix domain of transposase family ISL3
Seqid=NZ_CP025396.1;Start=541433;Strand=-	PF18570.3	0.8	9.5	185	192	NUP57/Nup54 C-terminal domain
Seqid=NZ_CP025396.1;End=190878;Strand=+	PF01946.19	6.9e-4	19	18	109	Thi4 family
Seqid=NZ_CP025396.1;End=1025256;Strand=+	PF01513.23	2.5e-4	21.5	36	94	ATP-NAD kinase N-terminal domain
Seqid=NZ_CP025396.1;Start=1858918;Strand=-	PF02852.24	7.4e-34	116.4	348	456	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
Seqid=NZ_CP025396.1;Start=1045604;Strand=-	PF08756.12	1.6e-75	252.1	221	371	YfkB-like domain
Seqid=NZ_CP025396.1;End=967527;Strand=+	PF01022.22	0.076	13	7	27	Bacterial regulatory protein, arsR family
Seqid=NZ_CP025396.1;End=1438026;Strand=+	PF01209.20	1.2e-96	322.6	5	233	ubiE/COQ5 methyltransferase family
Seqid=NZ_CP025396.1;End=764556;Strand=+	PF13241.8	1.2e-4	22.6	24	138	Putative NAD(P)-binding
Seqid=NZ_CP025396.1;End=131761;Strand=+	PF00005.29	4.2e-32	111.6	22	168	ABC transporter
Seqid=NZ_CP025396.1;End=1248050;Strand=+	PF00324.23	9.9e-134	446.6	19	477	Amino acid permease
Seqid=NZ_CP025396.1;Start=615031;Strand=-	PF06682.14	0.07	12.9	82	210	SOCE-associated regulatory factor of calcium homoeostasis
Seqid=NZ_CP025396.1;Start=708157;Strand=-	PF14690.8	7.6e-12	45.8	42	92	zinc-finger of transposase IS204/IS1001/IS1096/IS1165
Seqid=NZ_CP025396.1;Start=1995491;Strand=-	PF00342.21	4.9e-22	78.3	75	421	Phosphoglucose isomerase
Seqid=NZ_CP025396.1;Start=2423655;Strand=-	PF11734.10	4.9e-10	38.8	360	421	TilS substrate C-terminal domain
Seqid=NZ_CP025396.1;Start=2399658;Strand=-	PF13292.8	0.83	8.9	155	203	1-deoxy-D-xylulose-5-phosphate synthase
Seqid=NZ_CP025396.1;Start=1824071;Strand=-	PF02183.20	0.19	12	74	93	Homeobox associated leucine zipper
Seqid=NZ_CP025396.1;End=31755;Strand=+	PF18273.3	2.1e-26	92.2	550	645	Type III R-M EcoP15I C-terminal domain
Seqid=NZ_CP025396.1;Start=52222;Strand=-	PF00581.22	0.0027	18.3	275	339	Rhodanese-like domain
Seqid=NZ_CP025396.1;End=1005030;Strand=+	PF12708.9	1.4e-10	41.5	3	59	Pectate lyase superfamily protein
Seqid=NZ_CP025396.1;Start=2252109;Strand=-	PF12146.10	3.4e-17	62.6	49	259	Serine aminopeptidase, S33
Seqid=NZ_CP025396.1;End=2321296;Strand=+	PF02585.19	3.5e-27	95.7	31	159	GlcNAc-PI de-N-acetylase
Seqid=NZ_CP025396.1;End=449106;Strand=+	PF10005.11	0.16	12.8	6	47	zinc-ribbon domain
Seqid=NZ_CP025396.1;Start=2573004;Strand=-	PF13420.9	2.6e-7	30.8	13	169	Acetyltransferase (GNAT) domain
Seqid=NZ_CP025396.1;Start=1688943;Strand=-	PF12846.9	0.0019	17.3	480	525	AAA-like domain
Seqid=NZ_CP025396.1;Start=2050863;Strand=-	PF00085.22	1.8e-6	28	15	83	Thioredoxin
Seqid=NZ_CP025396.1;End=2056639;Strand=+	PF07077.13	0.026	14.3	77	160	Protein of unknown function (DUF1345)
Seqid=NZ_CP025396.1;End=922037;Strand=+	PF01609.23	1e-37	130	264	515	Transposase DDE domain
Seqid=NZ_CP025396.1;End=27322;Strand=+	PF09648.12	3.9e-47	160.8	33	254	YycH protein
Seqid=NZ_CP025396.1;End=1446646;Strand=+	PF12036.10	0.0038	17.6	114	218	Protein of unknown function (DUF3522)
Seqid=NZ_CP025396.1;Start=1915172;Strand=-	PF13601.8	0.0039	17.4	34	101	Winged helix DNA-binding domain
Seqid=NZ_CP025396.1;End=2064267;Strand=+	PF19885.1	0.12	12.6	11	50	Family of unknown function (DUF6358)
Seqid=NZ_CP025396.1;End=1325359;Strand=+	PF18778.3	0.2	11.8	60	110	Novel AID APOBEC clade 1
Seqid=NZ_CP025396.1;Start=1738322;Strand=-	PF02978.21	6.3e-35	119.9	328	427	Signal peptide binding domain
Seqid=NZ_CP025396.1;End=894488;Strand=+	PF01170.20	3.2e-4	20.5	123	186	Putative RNA methylase family UPF0020
Seqid=NZ_CP025396.1;End=402832;Strand=+	PF00503.22	0.095	11.9	15	48	G-protein alpha subunit
Seqid=NZ_CP025396.1;End=2551821;Strand=+	PF10654.11	0.024	14.7	309	380	Protein of unknown function (DUF2481)
Seqid=NZ_CP025396.1;Start=1756477;Strand=-	PF13476.8	0.0011	19.6	157	237	AAA domain
Seqid=NZ_CP025396.1;End=1506115;Strand=+	PF13533.8	0.047	13.6	14	46	Biotin-lipoyl like
Seqid=NZ_CP025396.1;End=1536213;Strand=+	PF00558.21	0.02	14.8	67	103	Vpu protein
Seqid=NZ_CP025396.1;Start=2460489;Strand=-	PF13508.9	2.6e-5	24.5	81	142	Acetyltransferase (GNAT) domain
Seqid=NZ_CP025396.1;End=1289699;Strand=+	PF00542.21	0.34	11.4	142	169	Ribosomal protein L7/L12 C-terminal domain
Seqid=NZ_CP025396.1;End=741213;Strand=+	PF08491.12	0.0027	16.9	143	324	Squalene epoxidase
Seqid=NZ_CP025396.1;Start=960742;Strand=-	PF13479.8	0.059	13.2	357	375	AAA domain
Seqid=NZ_CP025396.1;Start=1716507;Strand=-	PF00392.23	0.004	16.9	205	242	Bacterial regulatory proteins, gntR family
Seqid=NZ_CP025396.1;Start=69132;Strand=-	PF01022.22	5.7e-16	58.2	15	60	Bacterial regulatory protein, arsR family
Seqid=NZ_CP025396.1;Start=2399658;Strand=-	PF00977.23	6e-4	19.4	52	242	Histidine biosynthesis protein
Seqid=NZ_CP025396.1;Start=1420734;Strand=-	PF12797.9	0.021	14.9	26	37	4Fe-4S binding domain
Seqid=NZ_CP025396.1;Start=1773518;Strand=-	PF02222.24	1.5e-6	28	137	303	ATP-grasp domain
Seqid=NZ_CP025396.1;Start=611952;Strand=-	PF04134.14	0.059	14.7	49	100	DCC1-like thiol-disulfide oxidoreductase
Seqid=NZ_CP025396.1;Start=955609;Strand=-	PF13561.8	0.11	12.1	224	297	Enoyl-(Acyl carrier protein) reductase
Seqid=NZ_CP025396.1;Start=2362033;Strand=-	PF00266.21	0.022	13.8	90	216	Aminotransferase class-V
Seqid=NZ_CP025396.1;Start=198813;Strand=-	PF02737.20	0.0011	18.9	6	90	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
Seqid=NZ_CP025396.1;End=242699;Strand=+	PF00426.20	0.17	12.2	10	65	Outer Capsid protein VP4 (Hemagglutinin) Concanavalin-like domain
Seqid=NZ_CP025396.1;End=1930567;Strand=+	PF09953.11	1.3e-25	89.3	31	85	Uncharacterized protein conserved in bacteria (DUF2187)
Seqid=NZ_CP025396.1;Start=2259865;Strand=-	PF09148.12	7.1e-32	110.2	46	169	Domain of unknown function (DUF1934)
Seqid=NZ_CP025396.1;Start=1057392;Strand=-	PF04632.14	1.8e-13	50.1	8	246	Fusaric acid resistance protein family
Seqid=NZ_CP025396.1;Start=2182162;Strand=-	PF04977.17	0.29	11	25	58	Septum formation initiator
Seqid=NZ_CP025396.1;Start=43589;Strand=-	PF01396.21	0.049	13.5	299	333	Topoisomerase DNA binding C4 zinc finger
Seqid=NZ_CP025396.1;End=211967;Strand=+	PF01944.19	2.4e-14	53.8	27	198	Stage II sporulation protein M
Seqid=NZ_CP025396.1;Start=2014412;Strand=-	PF13622.8	0.0035	17.7	37	117	Thioesterase-like superfamily
Seqid=NZ_CP025396.1;End=2345767;Strand=+	PF00009.29	0.14	11.8	13	56	Elongation factor Tu GTP binding domain
Seqid=NZ_CP025396.1;End=79616;Strand=+	PF01878.20	0.0018	18.4	3	78	EVE domain
Seqid=NZ_CP025396.1;Start=2385653;Strand=-	PF00636.28	6.5e-16	59	18	117	Ribonuclease III domain
Seqid=NZ_CP025396.1;Start=2528580;Strand=-	PF10417.11	2.2e-4	21.1	157	179	C-terminal domain of 1-Cys peroxiredoxin
Seqid=NZ_CP025396.1;End=1320729;Strand=+	PF00009.29	0.0019	17.9	96	156	Elongation factor Tu GTP binding domain
Seqid=NZ_CP025396.1;Start=1707987;Strand=-	PF04073.17	5.7e-26	91.1	258	374	Aminoacyl-tRNA editing domain
Seqid=NZ_CP025396.1;Start=2197615;Strand=-	PF02687.23	1.5e-6	28.7	85	178	FtsX-like permease family
Seqid=NZ_CP025396.1;End=1361117;Strand=+	PF01637.20	0.0025	17.9	38	133	ATPase domain predominantly from Archaea
Seqid=NZ_CP025396.1;Start=1406502;Strand=-	PF00479.24	5.3e-62	209.8	16	193	Glucose-6-phosphate dehydrogenase, NAD binding domain
Seqid=NZ_CP025396.1;Start=2450029;Strand=-	PF01276.22	0.01	14.7	294	336	Orn/Lys/Arg decarboxylase, major domain
Seqid=NZ_CP025396.1;End=2272302;Strand=+	PF00158.28	0.89	9.3	311	348	Sigma-54 interaction domain
Seqid=NZ_CP025396.1;End=1509191;Strand=+	PF13191.8	0.046	14.2	25	51	AAA ATPase domain
Seqid=NZ_CP025396.1;End=1074190;Strand=+	PF02492.21	0.41	10.3	29	55	CobW/HypB/UreG, nucleotide-binding domain
Seqid=NZ_CP025396.1;End=997001;Strand=+	PF08006.13	1.3e-54	184.6	1	181	Protein of unknown function (DUF1700)
Seqid=NZ_CP025396.1;End=453283;Strand=+	PF13903.8	0.0033	17.3	31	127	PMP-22/EMP/MP20/Claudin tight junction
Seqid=NZ_CP025396.1;Start=1632136;Strand=-	PF00165.25	0.068	13.4	108	128	Bacterial regulatory helix-turn-helix proteins, AraC family
Seqid=NZ_CP025396.1;End=671736;Strand=+	PF09375.12	6.9e-34	117.7	48	282	Imelysin
Seqid=NZ_CP025396.1;End=637289;Strand=+	PF00070.29	6.1e-14	52.4	154	233	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP025396.1;Start=2476566;Strand=-	PF01476.22	5e-15	55.4	170	211	LysM domain
Seqid=NZ_CP025396.1;Start=1766989;Strand=-	PF00106.27	0.49	9.9	240	290	short chain dehydrogenase
Seqid=NZ_CP025396.1;End=1039171;Strand=+	PF13384.8	0.018	15	155	183	Homeodomain-like domain
Seqid=NZ_CP025396.1;Start=430507;Strand=-	PF08220.14	0.021	14.7	29	63	DeoR-like helix-turn-helix domain
Seqid=NZ_CP025396.1;Start=572426;Strand=-	PF00155.23	1.3e-4	21.4	71	232	Aminotransferase class I and II
Seqid=NZ_CP025396.1;Start=2249463;Strand=-	PF12697.9	4e-15	57.1	34	260	Alpha/beta hydrolase family
Seqid=NZ_CP025396.1;Start=1976409;Strand=-	PF17871.3	1.5e-35	121.3	342	443	AAA lid domain
Seqid=NZ_CP025396.1;End=1254008;Strand=+	PF03107.18	0.44	11	6	38	C1 domain
Seqid=NZ_CP025396.1;Start=258230;Strand=-	PF01078.23	0.18	11.2	28	50	Magnesium chelatase, subunit ChlI
Seqid=NZ_CP025396.1;End=865556;Strand=+	PF13460.8	2.4e-44	151.5	7	190	NAD(P)H-binding
Seqid=NZ_CP025396.1;Start=1590954;Strand=-	PF15747.7	0.1	13.2	73	124	Domain of unknown function (DUF4687)
Seqid=NZ_CP025396.1;End=2274394;Strand=+	PF13936.8	0.019	14.8	171	194	Helix-turn-helix domain
Seqid=NZ_CP025396.1;End=1389387;Strand=+	PF08650.12	0.58	10.3	14	69	DASH complex subunit Dad4
Seqid=NZ_CP025396.1;End=1133121;Strand=+	PF12832.9	3e-8	33	161	364	MFS_1 like family
Seqid=NZ_CP025396.1;Start=2458705;Strand=-	PF12169.10	3.8e-6	26.8	233	305	DNA polymerase III subunits gamma and tau domain III
Seqid=NZ_CP025396.1;Start=64217;Strand=-	PF06056.14	0.045	13.8	9	48	Putative ATPase subunit of terminase (gpP-like)
Seqid=NZ_CP025396.1;End=1644214;Strand=+	PF17674.3	0.3	12.1	16	50	HHH domain
Seqid=NZ_CP025396.1;Start=1058643;Strand=-	PF00202.23	2.6e-73	247.1	36	410	Aminotransferase class-III
Seqid=NZ_CP025396.1;End=1000638;Strand=+	PF10282.11	7.8e-103	344.4	5	343	Lactonase, 7-bladed beta-propeller
Seqid=NZ_CP025396.1;End=2203649;Strand=+	PF13673.9	2.8e-9	37.1	51	152	Acetyltransferase (GNAT) domain
Seqid=NZ_CP025396.1;End=2282224;Strand=+	PF03631.17	0.036	13.8	12	83	Virulence factor BrkB
Seqid=NZ_CP025396.1;Start=749589;Strand=-	PF05257.18	3.7e-14	53.1	148	224	CHAP domain
Seqid=NZ_CP025396.1;Start=1589178;Strand=-	PF03031.20	0.29	11	5	37	NLI interacting factor-like phosphatase
Seqid=NZ_CP025396.1;End=2568059;Strand=+	PF01717.20	0.0035	16.8	142	209	Cobalamin-independent synthase, Catalytic domain
Seqid=NZ_CP025396.1;Start=2043466;Strand=-	PF13555.8	0.0026	17.6	22	50	P-loop containing region of AAA domain
Seqid=NZ_CP025396.1;Start=538374;Strand=-	PF01488.22	5.3e-4	20.2	20	67	Shikimate / quinate 5-dehydrogenase
Seqid=NZ_CP025396.1;End=2153027;Strand=+	PF01507.21	0.017	15.3	11	65	Phosphoadenosine phosphosulfate reductase family
Seqid=NZ_CP025396.1;Start=587080;Strand=-	PF03721.16	0.14	11.8	170	218	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
Seqid=NZ_CP025396.1;End=1453309;Strand=+	PF00271.33	0.0024	18.3	722	844	Helicase conserved C-terminal domain
Seqid=NZ_CP025396.1;End=2577753;Strand=+	PF13800.8	0.0064	16.8	6	42	Sigma factor regulator N-terminal
Seqid=NZ_CP025397.1;End=12153;Strand=+	PF13384.8	6.5e-6	26	167	198	Homeodomain-like domain
Seqid=NZ_CP025396.1;End=2540659;Strand=+	PF00958.24	3.8e-42	142.3	422	512	GMP synthase C terminal domain
Seqid=NZ_CP025396.1;End=1142863;Strand=+	PF07564.13	2.3e-17	62.9	1161	1236	Domain of Unknown Function (DUF1542)
Seqid=NZ_CP025397.1;End=13714;Strand=+	PF00392.23	0.063	13	6	31	Bacterial regulatory proteins, gntR family
Seqid=NZ_CP025396.1;End=47798;Strand=+	PF09066.12	0.049	13.7	7	51	Beta2-adaptin appendage, C-terminal sub-domain
Seqid=NZ_CP025396.1;Start=430599;Strand=-	PF06656.13	0.71	7.8	1	36	Tenuivirus PVC2 protein
Seqid=NZ_CP025396.1;End=1036783;Strand=+	PF01519.18	0.01	16.4	15	64	Protein of unknown function DUF16
Seqid=NZ_CP025397.1;End=11393;Strand=+	PF12775.9	0.018	14.6	4	49	P-loop containing dynein motor region
