Qseqid	Sseqid	Pident	Length	Mismatch	Gapopen	Qstart	Qend	Sstart	Send	Evalue	Bitscore
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2201557;End=2202579;Strand=-	Seqid=LMGT_4071_4;Start=70841;End=71863;Strand=-	88.856	1023	114	0	1	1023	1	1023	0	1258
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2200436;End=2201545;Strand=-	Seqid=LMGT_4071_4;Start=69720;End=70829;Strand=-	91.441	1110	95	0	1	1110	1	1110	0	1524
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2199304;End=2200431;Strand=-	Seqid=LMGT_4071_4;Start=68591;End=69715;Strand=-	90.698	1118	104	0	1	1118	1	1118	0	1489
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2193958;End=2195166;Strand=-	Seqid=LMGT_4071_4;Start=63109;End=64317;Strand=-	94.132	1210	69	2	1	1209	1	1209	0	1840
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2193399;End=2193956;Strand=-	Seqid=LMGT_4071_4;Start=62550;End=63107;Strand=-	99.462	558	3	0	1	558	1	558	0	1014
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2192530;End=2193399;Strand=-	Seqid=LMGT_4071_4;Start=61681;End=62550;Strand=-	100	870	0	0	1	870	1	870	0	1607
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2186838;End=2187008;Strand=-	Seqid=LMGT_4071_4;Start=55989;End=56159;Strand=-	100	171	0	0	1	171	1	171	1.22e-87	316
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2183958;End=2184707;Strand=-	Seqid=LMGT_4071_4;Start=53111;End=53860;Strand=-	97.6	750	18	0	1	750	1	750	0	1286
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2181965;End=2183956;Strand=-	Seqid=LMGT_4071_4;Start=51118;End=53109;Strand=-	99.649	1992	7	0	1	1992	1	1992	0	3640
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2180686;End=2181876;Strand=-	Seqid=LMGT_4071_4;Start=49839;End=51029;Strand=-	99.832	1191	2	0	1	1191	1	1191	0	2189
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2177682;End=2178800;Strand=-	Seqid=LMGT_4071_4;Start=46835;End=47953;Strand=-	99.464	1119	6	0	1	1119	1	1119	0	2034
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2176692;End=2177489;Strand=-	Seqid=LMGT_4071_4;Start=45845;End=46642;Strand=-	100	798	0	0	1	798	1	798	0	1474
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2173717;End=2175585;Strand=-	Seqid=LMGT_4071_4;Start=42870;End=44738;Strand=-	99.518	1869	9	0	1	1869	1	1869	0	3402
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2171977;End=2173698;Strand=-	Seqid=LMGT_4071_4;Start=41130;End=42851;Strand=-	99.768	1722	4	0	1	1722	1	1722	0	3158
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2171176;End=2171940;Strand=-	Seqid=LMGT_4071_4;Start=40329;End=41093;Strand=-	99.869	765	1	0	1	765	1	765	0	1408
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2170521;End=2171132;Strand=-	Seqid=LMGT_4071_4;Start=39674;End=40285;Strand=-	99.51	612	3	0	1	612	1	612	0	1114
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2169631;End=2170500;Strand=-	Seqid=LMGT_4071_4;Start=38784;End=39653;Strand=-	99.77	870	2	0	1	870	1	870	0	1596
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2168401;End=2169579;Strand=-	Seqid=LMGT_4071_4;Start=37554;End=38732;Strand=-	98.897	1179	13	0	1	1179	1	1179	0	2106
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2167785;End=2168384;Strand=-	Seqid=LMGT_4071_4;Start=36938;End=37537;Strand=-	99.32	588	4	0	1	588	1	588	0	1064
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2166271;End=2167641;Strand=-	Seqid=LMGT_4071_4;Start=35419;End=36789;Strand=-	99.635	1371	5	0	1	1371	1	1371	0	2505
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2164972;End=2165751;Strand=-	Seqid=LMGT_4071_4;Start=34108;End=34899;Strand=-	96.97	792	12	1	1	780	1	792	0	1319
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2164524;End=2164790;Strand=-	Seqid=LMGT_4071_4;Start=33661;End=33927;Strand=-	99.625	267	1	0	1	267	1	267	3.96e-139	488
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2163008;End=2164300;Strand=-	Seqid=LMGT_4071_4;Start=32145;End=33437;Strand=-	99.381	1293	8	0	1	1293	1	1293	0	2344
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2161019;End=2162644;Strand=-	Seqid=LMGT_4071_4;Start=30156;End=31781;Strand=-	99.754	1626	4	0	1	1626	1	1626	0	2981
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2158651;End=2160141;Strand=-	Seqid=LMGT_4071_4;Start=27789;End=29279;Strand=-	99.933	1491	1	0	1	1491	1	1491	0	2748
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2156803;End=2158509;Strand=-	Seqid=LMGT_4071_4;Start=25941;End=27647;Strand=-	99.824	1707	3	0	1	1707	1	1707	0	3136
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2155463;End=2156500;Strand=-	Seqid=LMGT_4071_4;Start=23375;End=25639;Strand=-	99.711	1039	2	1	1	1038	1	1039	0	1901
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2154237;End=2155454;Strand=-	Seqid=LMGT_4071_4;Start=23375;End=25639;Strand=-	99.015	1218	12	0	1	1218	1048	2265	0	2183
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2152915;End=2154090;Strand=-	Seqid=LMGT_4071_4;Start=22053;End=23228;Strand=-	99.66	1176	4	0	1	1176	1	1176	0	2150
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2152915;End=2154090;Strand=-	Seqid=LMGT_4071_4;Start=19294;End=20475;Strand=-	79.217	1150	231	8	26	1171	26	1171	0	793
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2150156;End=2151337;Strand=-	Seqid=LMGT_4071_4;Start=19294;End=20475;Strand=-	99.662	1182	4	0	1	1182	1	1182	0	2161
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2150156;End=2151337;Strand=-	Seqid=LMGT_4071_4;Start=22053;End=23228;Strand=-	79.304	1150	230	8	26	1171	26	1171	0	798
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2149282;End=2149755;Strand=-	Seqid=LMGT_4071_4;Start=18420;End=18893;Strand=-	99.789	474	1	0	1	474	1	474	0	870
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2147520;End=2149115;Strand=-	Seqid=LMGT_4071_4;Start=16658;End=18253;Strand=-	99.875	1596	2	0	1	1596	1	1596	0	2937
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2145642;End=2146523;Strand=-	Seqid=LMGT_4071_4;Start=15267;End=15662;Strand=-	99.496	397	1	1	1	397	1	396	0	721
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2145642;End=2146523;Strand=-	Seqid=LMGT_4071_4;Start=14819;End=15100;Strand=-	99.645	282	0	1	562	842	1	282	2.27e-146	514
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2142807;End=2145434;Strand=-	Seqid=LMGT_4071_4;Start=11944;End=14571;Strand=-	99.011	2628	26	0	1	2628	1	2628	0	4710
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2141975;End=2142805;Strand=-	Seqid=LMGT_4071_4;Start=11112;End=11942;Strand=-	98.315	831	14	0	1	831	1	831	0	1458
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2140172;End=2141665;Strand=-	Seqid=LMGT_4071_4;Start=9309;End=10802;Strand=-	97.992	1494	30	0	1	1494	1	1494	0	2593
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2138773;End=2139189;Strand=-	Seqid=LMGT_4071_4;Start=7910;End=8326;Strand=-	100	417	0	0	1	417	1	417	0	771
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2138440;End=2138682;Strand=-	Seqid=LMGT_4071_4;Start=7577;End=7819;Strand=-	100	243	0	0	1	243	1	243	1.69e-127	449
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2137752;End=2138333;Strand=-	Seqid=LMGT_4071_4;Start=6889;End=7470;Strand=-	100	582	0	0	1	582	1	582	0	1075
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2136004;End=2136486;Strand=-	Seqid=LMGT_4071_4;Start=5141;End=5623;Strand=-	100	483	0	0	1	483	1	483	0	893
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2133430;End=2134755;Strand=-	Seqid=LMGT_4071_4;Start=2567;End=3892;Strand=-	100	1326	0	0	1	1326	1	1326	0	2449
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2130957;End=2131772;Strand=-	Seqid=LMGT_4071_4;Start=94;End=909;Strand=-	99.51	816	4	0	1	816	1	816	0	1485
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2128957;End=2130669;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.097	496	63	1	1165	1660	124	618	5.65e-160	560
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2128957;End=2130669;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	3.97e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2075533;End=2077290;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.5	496	61	1	1165	1660	124	618	2.68e-163	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2075533;End=2077290;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	92.481	133	10	0	1	133	1	133	8.76e-49	191
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2066914;End=2067318;Strand=-	Seqid=LMGT_4071_2;Start=3782;End=4186;Strand=+	99.506	405	2	0	1	405	1	405	0	737
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2064358;End=2065329;Strand=-	Seqid=LMGT_4071_2;Start=5830;End=6801;Strand=+	99.691	972	3	0	1	972	1	972	0	1779
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2063318;End=2063698;Strand=-	Seqid=LMGT_4071_2;Start=7314;End=8198;Strand=+	99.735	378	1	0	1	378	148	525	0	693
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2062961;End=2063212;Strand=-	Seqid=LMGT_4071_2;Start=7314;End=8198;Strand=+	99.206	252	2	0	1	252	634	885	3.77e-129	455
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2061038;End=2062195;Strand=-	Seqid=LMGT_4071_2;Start=8944;End=10101;Strand=+	98.532	1158	17	0	1	1158	1	1158	0	2045
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2055995;End=2057506;Strand=-	Seqid=LMGT_4071_2;Start=13736;End=15274;Strand=+	97.09	1512	43	1	1	1512	29	1539	0	2547
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2054537;End=2055583;Strand=-	Seqid=LMGT_4071_2;Start=15686;End=16732;Strand=+	99.522	1047	5	0	1	1047	1	1047	0	1906
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2052938;End=2053834;Strand=-	Seqid=LMGT_4071_2;Start=17435;End=18331;Strand=+	98.551	897	13	0	1	897	1	897	0	1585
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2052367;End=2052627;Strand=-	Seqid=LMGT_4071_2;Start=18514;End=18774;Strand=+	100	261	0	0	1	261	1	261	1.8e-137	483
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2040208;End=2040642;Strand=-	Seqid=LMGT_4071_2;Start=30495;End=30929;Strand=+	100	435	0	0	1	435	1	435	0	804
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2039176;End=2040144;Strand=-	Seqid=LMGT_4071_2;Start=30993;End=31466;Strand=+	98.52	473	7	0	1	473	1	473	0	835
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2039176;End=2040144;Strand=-	Seqid=LMGT_4071_2;Start=31551;End=31697;Strand=+	95.833	144	6	0	559	702	1	144	7.83e-62	233
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2039176;End=2040144;Strand=-	Seqid=LMGT_4071_2;Start=31836;End=31961;Strand=+	97.619	126	3	0	844	969	1	126	7.89e-57	217
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2038255;End=2039160;Strand=-	Seqid=LMGT_4071_2;Start=31976;End=32881;Strand=+	96.137	906	35	0	1	906	1	906	0	1480
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2037646;End=2038239;Strand=-	Seqid=LMGT_4071_2;Start=32897;End=33490;Strand=+	96.633	594	20	0	1	594	1	594	0	987
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2034513;End=2036294;Strand=-	Seqid=LMGT_4071_2;Start=34842;End=36623;Strand=+	99.27	1780	13	0	1	1780	1	1780	0	3216
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2025866;End=2027146;Strand=-	Seqid=LMGT_4071_2;Start=43753;End=45033;Strand=+	98.439	1281	20	0	1	1281	1	1281	0	2255
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2025340;End=2025624;Strand=-	Seqid=LMGT_4071_2;Start=45275;End=45559;Strand=+	92.281	285	22	0	1	285	1	285	4.4e-114	405
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2023235;End=2025172;Strand=-	Seqid=LMGT_4071_2;Start=45728;End=47665;Strand=+	95.511	1938	87	0	1	1938	1	1938	0	3097
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2022744;End=2023163;Strand=-	Seqid=LMGT_4071_2;Start=47737;End=48156;Strand=+	96.429	420	15	0	1	420	1	420	0	693
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2021881;End=2022579;Strand=-	Seqid=LMGT_4071_2;Start=48321;End=49019;Strand=+	99.857	699	1	0	1	699	1	699	0	1286
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2020864;End=2021739;Strand=-	Seqid=LMGT_4071_2;Start=49161;End=50036;Strand=+	95.205	876	42	0	1	876	1	876	0	1386
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2020049;End=2020771;Strand=-	Seqid=LMGT_4071_2;Start=50129;End=50851;Strand=+	98.064	723	14	0	1	723	1	723	0	1258
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2019231;End=2019911;Strand=-	Seqid=LMGT_4071_2;Start=50989;End=51669;Strand=+	98.825	681	8	0	1	681	1	681	0	1214
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2017671;End=2019209;Strand=-	Seqid=LMGT_4071_2;Start=51691;End=53229;Strand=+	99.74	1539	4	0	1	1539	1	1539	0	2820
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2016272;End=2017630;Strand=-	Seqid=LMGT_4071_2;Start=53270;End=54628;Strand=+	99.779	1358	3	0	1	1358	1	1358	0	2492
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2012542;End=2013408;Strand=-	Seqid=LMGT_4071_2;Start=55354;End=56220;Strand=+	98.962	867	9	0	1	867	1	867	0	1552
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2011280;End=2011675;Strand=-	Seqid=LMGT_4071_2;Start=57084;End=57479;Strand=+	100	396	0	0	1	396	1	396	0	732
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2008416;End=2011280;Strand=-	Seqid=LMGT_4071_2;Start=57479;End=60343;Strand=+	99.895	2865	3	0	1	2865	1	2865	0	5275
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2007032;End=2008300;Strand=-	Seqid=LMGT_4071_2;Start=60459;End=61727;Strand=+	100	1269	0	0	1	1269	1	1269	0	2344
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2006435;End=2006626;Strand=-	Seqid=LMGT_4071_2;Start=62133;End=62324;Strand=+	100	192	0	0	1	192	1	192	2.92e-99	355
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2005132;End=2005827;Strand=-	Seqid=LMGT_4071_2;Start=62932;End=63627;Strand=+	100	696	0	0	1	696	1	696	0	1286
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=2003782;End=2005014;Strand=-	Seqid=LMGT_4071_2;Start=63745;End=64977;Strand=+	99.838	1233	2	0	1	1233	1	1233	0	2266
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1995180;End=1995647;Strand=-	Seqid=LMGT_4071_2;Start=73112;End=73579;Strand=+	100	468	0	0	1	468	1	468	0	865
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1991011;End=1991793;Strand=-	Seqid=LMGT_4071_2;Start=76966;End=77748;Strand=+	99.745	783	2	0	1	783	1	783	0	1435
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1977682;End=1978989;Strand=-	Seqid=LMGT_4071_2;Start=89769;End=91076;Strand=+	100	1308	0	0	1	1308	1	1308	0	2416
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1975389;End=1976075;Strand=-	Seqid=LMGT_4071_2;Start=92683;End=93369;Strand=+	99.854	687	1	0	1	687	1	687	0	1264
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1966765;End=1967616;Strand=-	Seqid=LMGT_4071_2;Start=101201;End=101992;Strand=+	97.727	792	18	0	61	852	1	792	0	1363
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1948931;End=1950403;Strand=-	Seqid=LMGT_4071_2;Start=118354;End=119826;Strand=+	99.864	1473	2	0	1	1473	1	1473	0	2710
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1947437;End=1948303;Strand=-	Seqid=LMGT_4071_2;Start=120454;End=121320;Strand=+	99.885	867	1	0	1	867	1	867	0	1596
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1936297;End=1937847;Strand=-	Seqid=LMGT_4071_2;Start=130910;End=132460;Strand=+	99.742	1551	4	0	1	1551	1	1551	0	2843
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1935015;End=1935494;Strand=-	Seqid=LMGT_4071_2;Start=133263;End=133742;Strand=+	99.792	480	1	0	1	480	1	480	0	881
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1932901;End=1933617;Strand=-	Seqid=LMGT_4071_2;Start=135140;End=135856;Strand=+	99.861	717	1	0	1	717	1	717	0	1319
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1930255;End=1932666;Strand=-	Seqid=LMGT_4071_2;Start=136091;End=138502;Strand=+	99.876	2412	3	0	1	2412	1	2412	0	4438
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1929002;End=1929946;Strand=-	Seqid=LMGT_4071_2;Start=138811;End=139755;Strand=+	99.683	945	3	0	1	945	1	945	0	1729
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1925111;End=1928794;Strand=-	Seqid=LMGT_4071_2;Start=139962;End=143645;Strand=+	99.946	3684	2	0	1	3684	1	3684	0	6793
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1923000;End=1923575;Strand=-	Seqid=LMGT_4071_2;Start=145181;End=145756;Strand=+	100	576	0	0	1	576	1	576	0	1064
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1904010;End=1905053;Strand=-	Seqid=LMGT_4071_2;Start=163703;End=164746;Strand=+	100	1044	0	0	1	1044	1	1044	0	1929
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1899616;End=1900017;Strand=-	Seqid=LMGT_4071_2;Start=168739;End=169140;Strand=+	99.751	402	1	0	1	402	1	402	0	737
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1879063;End=1879521;Strand=-	Seqid=LMGT_4071_2;Start=189235;End=189693;Strand=+	98.475	459	7	0	1	459	1	459	0	809
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1877588;End=1878952;Strand=-	Seqid=LMGT_4071_2;Start=189805;End=191169;Strand=+	99.487	1365	7	0	1	1365	1	1365	0	2483
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1876120;End=1877328;Strand=-	Seqid=LMGT_4071_2;Start=191429;End=192637;Strand=+	99.835	1209	2	0	1	1209	1	1209	0	2222
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1867523;End=1868572;Strand=-	Seqid=LMGT_4071_2;Start=200185;End=201234;Strand=+	99.619	1050	4	0	1	1050	1	1050	0	1917
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1864897;End=1865094;Strand=-	Seqid=LMGT_4071_2;Start=203663;End=203860;Strand=+	98.485	198	3	0	1	198	1	198	1.4e-97	350
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1864155;End=1864904;Strand=-	Seqid=LMGT_4071_2;Start=203853;End=204602;Strand=+	99.733	750	2	0	1	750	1	750	0	1375
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1863626;End=1863952;Strand=-	Seqid=LMGT_4071_2;Start=204805;End=205131;Strand=+	99.694	327	1	0	1	327	1	327	2.18e-172	599
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1862585;End=1863595;Strand=-	Seqid=LMGT_4071_2;Start=205162;End=206172;Strand=+	99.604	1011	4	0	1	1011	1	1011	0	1845
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1861013;End=1861705;Strand=-	Seqid=LMGT_4071_2;Start=207056;End=207748;Strand=+	99.423	693	4	0	1	693	1	693	0	1258
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1805927;End=1806397;Strand=-	Seqid=LMGT_4071_8;Start=10369;End=10791;Strand=+	99.764	423	1	0	49	471	1	423	0	776
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1804623;End=1805228;Strand=-	Seqid=LMGT_4071_8;Start=11490;End=12095;Strand=+	99.835	606	1	0	1	606	1	606	0	1114
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1800167;End=1800928;Strand=-	Seqid=LMGT_4071_8;Start=15790;End=16551;Strand=+	99.738	762	2	0	1	762	1	762	0	1397
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1798496;End=1799755;Strand=-	Seqid=LMGT_4071_8;Start=16963;End=18222;Strand=+	99.921	1260	1	0	1	1260	1	1260	0	2322
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1795175;End=1798357;Strand=-	Seqid=LMGT_4071_8;Start=18361;End=21543;Strand=+	99.937	3183	2	0	1	3183	1	3183	0	5867
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1788276;End=1790411;Strand=-	Seqid=LMGT_4071_8;Start=26307;End=28442;Strand=+	99.953	2136	1	0	1	2136	1	2136	0	3940
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1785702;End=1786010;Strand=-	Seqid=LMGT_4071_8;Start=30708;End=31016;Strand=+	100	309	0	0	1	309	1	309	4.47e-164	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1780134;End=1780451;Strand=-	Seqid=LMGT_4071_8;Start=36267;End=36584;Strand=+	99.686	318	1	0	1	318	1	318	2.13e-167	582
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1778370;End=1778906;Strand=-	Seqid=LMGT_4071_8;Start=37812;End=38348;Strand=+	99.814	537	1	0	1	537	1	537	0	987
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1777976;End=1778338;Strand=-	Seqid=LMGT_4071_8;Start=38380;End=38742;Strand=+	100	363	0	0	1	363	1	363	0	671
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1774838;End=1775488;Strand=-	Seqid=LMGT_4071_8;Start=41230;End=41880;Strand=+	100	651	0	0	1	651	1	651	0	1203
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1773888;End=1774253;Strand=-	Seqid=LMGT_4071_8;Start=42465;End=42830;Strand=+	100	366	0	0	1	366	1	366	0	676
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1772448;End=1773392;Strand=-	Seqid=LMGT_4071_8;Start=43326;End=44270;Strand=+	100	945	0	0	1	945	1	945	0	1746
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1769937;End=1770800;Strand=-	Seqid=LMGT_4071_8;Start=45918;End=46781;Strand=+	100	864	0	0	1	864	1	864	0	1596
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1769141;End=1769947;Strand=-	Seqid=LMGT_4071_8;Start=46771;End=47577;Strand=+	99.876	807	1	0	1	807	1	807	0	1485
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1768333;End=1769136;Strand=-	Seqid=LMGT_4071_8;Start=47582;End=48385;Strand=+	100	804	0	0	1	804	1	804	0	1485
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1767643;End=1768080;Strand=-	Seqid=LMGT_4071_8;Start=48638;End=49075;Strand=+	99.772	438	1	0	1	438	1	438	0	804
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1765341;End=1766096;Strand=-	Seqid=LMGT_4071_8;Start=50622;End=51377;Strand=+	99.868	756	1	0	1	756	1	756	0	1391
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1764663;End=1765091;Strand=-	Seqid=LMGT_4071_8;Start=51627;End=52055;Strand=+	99.767	429	1	0	1	429	1	429	0	787
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1764131;End=1764646;Strand=-	Seqid=LMGT_4071_8;Start=52072;End=52587;Strand=+	100	516	0	0	1	516	1	516	0	953
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1763186;End=1764118;Strand=-	Seqid=LMGT_4071_8;Start=52600;End=53532;Strand=+	100	933	0	0	1	933	1	933	0	1724
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1762205;End=1763182;Strand=-	Seqid=LMGT_4071_8;Start=53536;End=54513;Strand=+	99.796	978	2	0	1	978	1	978	0	1796
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1761871;End=1762185;Strand=-	Seqid=LMGT_4071_8;Start=54533;End=54847;Strand=+	100	315	0	0	1	315	1	315	2.11e-167	582
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1760117;End=1761865;Strand=-	Seqid=LMGT_4071_8;Start=54853;End=56280;Strand=+	99.372	1434	0	1	1	1434	1	1425	0	2590
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1760117;End=1761865;Strand=-	Seqid=LMGT_4071_8;Start=56404;End=56592;Strand=+	100	189	0	0	1561	1749	1	189	1.36e-96	350
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1758689;End=1760098;Strand=-	Seqid=LMGT_4071_8;Start=56611;End=58020;Strand=+	99.929	1410	1	0	1	1410	1	1410	0	2599
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1753728;End=1755281;Strand=-	Seqid=LMGT_4071_8;Start=61427;End=62980;Strand=+	99.871	1553	2	0	1	1553	1	1553	0	2857
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1751683;End=1752219;Strand=-	Seqid=LMGT_4071_8;Start=63157;End=63693;Strand=+	100	537	0	0	1	537	1	537	0	992
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1750832;End=1751365;Strand=-	Seqid=LMGT_4071_8;Start=64011;End=64544;Strand=+	100	534	0	0	1	534	1	534	0	987
